n,mae,rmse,r2,spearman,target,model,split
17840,0.25720582013814436,0.32644301589851143,0.03234818812934459,0.19871150819968816,rating2_all,xgb_raw,test
17840,43.30794261881054,54.8514004296237,0.09963626569932293,0.3030308103425061,acs_all,xgb_raw,test
17840,0.4845948169664302,0.7492939999829928,0.011696639035854162,0.2121907225322645,kda_all,xgb_huber_log,test
