target,model,enabled,slope,intercept,validation_raw_mae,validation_calibrated_mae,test_raw_mae,test_calibrated_mae,test_actual_std,test_raw_std,test_calibrated_std
rating2_all,xgb_raw,True,1.0007278991856325,-0.002360235986850867,0.26518572644259925,0.2651275571717123,0.256779537671591,0.2567677276212952,0.32950465494392583,0.09971743822097778,0.09979002694133747
acs_all,xgb_raw,False,1.0,0.0,45.18738537843926,45.18738537843926,43.15559724791976,43.15559724791976,57.322155533941775,21.350234985351562,21.350235468084374
kda_all,xgb_log,False,1.0,0.0,0.4965625424629638,0.4965625424629638,0.48151552066044057,0.48151552066044057,0.7316572591304039,0.20823711156845093,0.20823711010050971
