known_map,n,mae,rmse,r2,spearman
known,33586.0,43.10846952312167,54.34460146191209,0.10108220364361331,0.3121762255133563
unknown,2714.0,43.73880718346457,55.6848256213102,0.055940472895286364,0.24978723458086924
