roster_stability,n,mae,rmse,r2,spearman
changed_or_unknown,2010.0,0.464947312001043,0.7131197664679227,0.005761155316176603,0.2366480351335739
stable,34290.0,0.4824867104943685,0.7283444407903705,0.011195322002882646,0.23085441970689208
