known_opponent,n,mae,rmse,r2,spearman
known,35975.0,43.136960100991764,54.42962679595423,0.0978979612910239,0.30703708960661275
unknown,325.0,45.218586050180285,56.223032060986945,0.060586758773186644,0.328399388393818
