feature,importance,group
categorical__team_LGND,0.0,team
categorical__team_LINJ,0.0,team
categorical__team_LIP,0.0,team
categorical__team_LK,0.0,team
categorical__team_LL,0.0,team
categorical__team_LLH,0.0,team
categorical__team_LMC,0.0,team
categorical__team_LNG,0.0,team
categorical__team_LOH,0.0,team
categorical__team_LOS,0.0,team
categorical__team_LOUD,0.0,team
categorical__team_LP,0.0,team
categorical__team_LP33,0.0,team
categorical__team_LPU,0.0,team
categorical__team_LR,0.0,team
categorical__team_LRS,0.0,team
categorical__team_LS,0.0,team
categorical__team_LT,0.0,team
categorical__team_LUSA,0.0,team
categorical__team_LVR,0.0,team
categorical__team_LWE,0.0,team
categorical__team_LYE,0.0,team
categorical__team_LYX,0.0,team
categorical__team_LZ,0.0,team
categorical__team_LZE,0.0,team
categorical__team_LZR,0.0,team
categorical__team_LZT,0.0,team
categorical__team_La F,0.0,team
categorical__team_La n,0.0,team
categorical__team_Lanc,0.0,team
categorical__team_Land,0.0,team
categorical__team_Lank,0.0,team
categorical__team_Lari,0.0,team
categorical__team_Last,0.0,team
categorical__team_Lavi,0.0,team
categorical__team_Leca,0.0,team
categorical__team_Left,0.0,team
categorical__team_Legi,0.0,team
categorical__team_Lemo,0.0,team
categorical__team_Lete,0.0,team
categorical__team_Lets,0.0,team
categorical__team_Levi,0.0,team
categorical__team_Life,0.0,team
categorical__team_Ligh,0.0,team
categorical__team_LilB,0.0,team
categorical__team_Limi,0.0,team
categorical__team_Lion,0.0,team
categorical__team_Lixa,0.0,team
categorical__team_Long,0.0,team
categorical__team_Look,0.0,team
categorical__team_Lose,0.0,team
categorical__team_Luce,0.0,team
categorical__team_Luck,0.0,team
categorical__team_Ludu,0.0,team
categorical__team_Lunc,0.0,team
categorical__team_Luul,0.0,team
categorical__team_LvL,0.0,team
categorical__team_Lycu,0.0,team
categorical__team_Lyft,0.0,team
categorical__team_Lynx,0.0,team
categorical__team_Lyth,0.0,team
categorical__team_M1sy,0.0,team
categorical__team_M28,0.0,team
categorical__team_M2M,0.0,team
categorical__team_M2S,0.0,team
categorical__team_M3C,0.0,team
categorical__team_M42,0.0,team
categorical__team_M4LIK,0.0,team
categorical__team_M5,0.0,team
categorical__team_MAD,0.0,team
categorical__team_MAJT,0.0,team
categorical__team_MALL,0.0,team
categorical__team_MANG,0.0,team
categorical__team_MANGAL,0.0,team
categorical__team_MARU,0.0,team
categorical__team_MASS,0.0,team
categorical__team_MAXD,0.0,team
categorical__team_MAZE,0.0,team
categorical__team_MB,0.0,team
categorical__team_MBK,0.0,team
categorical__team_MBVI,0.0,team
categorical__team_MC,0.0,team
categorical__team_MCC,0.0,team
categorical__team_MCES,0.0,team
categorical__team_MCK,0.0,team
categorical__team_MCRP,0.0,team
categorical__team_MDL,0.0,team
categorical__team_MDS,0.0,team
categorical__team_MEET,0.0,team
categorical__team_MEOG,0.0,team
categorical__team_MEOW,0.0,team
categorical__team_MET,0.0,team
categorical__team_MEW2,0.0,team
categorical__team_MF,0.0,team
categorical__team_MF14,0.0,team
categorical__team_MH,0.0,team
categorical__team_MIBR,0.0,team
categorical__team_MIRA,0.0,team
categorical__team_MITH,0.0,team
categorical__team_MIX,0.0,team
categorical__team_MIX2,0.0,team
categorical__team_MIZ,0.0,team
categorical__team_MJY,0.0,team
categorical__team_MK,0.0,team
categorical__team_MKOI,0.0,team
categorical__team_MLE,0.0,team
categorical__team_MLT,0.0,team
categorical__team_MN,0.0,team
categorical__team_MOON,0.0,team
categorical__team_MORE,0.0,team
categorical__team_MOX,0.0,team
categorical__team_MP,0.0,team
categorical__team_MPC,0.0,team
categorical__team_MR,0.0,team
categorical__team_MRP,0.0,team
categorical__team_MRS,0.0,team
categorical__team_MSC,0.0,team
categorical__team_MSF,0.0,team
categorical__team_MSP,0.0,team
categorical__team_MSR,0.0,team
categorical__team_MT,0.0,team
categorical__team_MTF,0.0,team
categorical__team_MTP,0.0,team
categorical__team_MTS,0.0,team
categorical__team_MXBSS,0.0,team
categorical__team_MZ T,0.0,team
categorical__team_Mach,0.0,team
categorical__team_Mad,0.0,team
categorical__team_Made,0.0,team
categorical__team_Magi,0.0,team
categorical__team_Magm,0.0,team
categorical__team_Magn,0.0,team
categorical__team_Make,0.0,team
categorical__team_Mall,0.0,team
categorical__team_Malv,0.0,team
categorical__team_Man,0.0,team
categorical__team_Mani,0.0,team
categorical__team_Mant,0.0,team
categorical__team_Mari,0.0,team
categorical__team_Marv,0.0,team
categorical__team_Maso,0.0,team
categorical__team_Masq,0.0,team
categorical__team_Mawa,0.0,team
categorical__team_Maze,0.0,team
categorical__team_Mc,0.0,team
categorical__team_McDD,0.0,team
categorical__team_Mean,0.0,team
categorical__team_Meat,0.0,team
categorical__team_Mede,0.0,team
categorical__team_Medi,0.0,team
categorical__team_Mega,0.0,team
categorical__team_Meme,0.0,team
categorical__team_Menc,0.0,team
categorical__team_Mene,0.0,team
categorical__team_Ment,0.0,team
categorical__team_Meow,0.0,team
categorical__team_Merc,0.0,team
categorical__team_Merr,0.0,team
categorical__team_Meta,0.0,team
categorical__team_Meyh,0.0,team
categorical__team_Midz,0.0,team
categorical__team_Migh,0.0,team
categorical__team_Mill,0.0,team
categorical__team_Mini,0.0,team
categorical__team_Miss,0.0,team
categorical__team_Mix,0.0,team
categorical__team_Mixe,0.0,team
categorical__team_Mjes,0.0,team
categorical__team_MoBu,0.0,team
categorical__team_MoLo,0.0,team
categorical__team_Moni,0.0,team
categorical__team_Monk,0.0,team
categorical__team_Moon,0.0,team
categorical__team_Moos,0.0,team
categorical__team_Mori,0.0,team
categorical__team_Mort,0.0,team
categorical__team_Most,0.0,team
categorical__team_Moti,0.0,team
categorical__team_Moto,0.0,team
categorical__team_Mowi,0.0,team
categorical__team_Muni,0.0,team
categorical__team_Mustang,0.0,team
categorical__team_Myst,0.0,team
categorical__team_Myth,0.0,team
categorical__team_Mäg,0.0,team
categorical__team_N1C3,0.0,team
categorical__team_N2E,0.0,team
categorical__team_NAJIN,0.0,team
categorical__team_NAND,0.0,team
categorical__team_NANO,0.0,team
categorical__team_NAOS,0.0,team
categorical__team_NASR,0.0,team
categorical__team_NAVI,0.0,team
categorical__team_NB,0.0,team
categorical__team_NBG,0.0,team
categorical__team_NBKS,0.0,team
categorical__team_NBL,0.0,team
categorical__team_NC S,0.0,team
categorical__team_NCG,0.0,team
categorical__team_NDT,0.0,team
categorical__team_NEB,0.0,team
categorical__team_NEBU,0.0,team
categorical__team_NEED,0.0,team
categorical__team_NEVE,0.0,team
categorical__team_NEVI,0.0,team
categorical__team_NEW,0.0,team
categorical__team_NEXT,0.0,team
categorical__team_NEXU,0.0,team
categorical__team_NF,0.0,team
categorical__team_NFA,0.0,team
categorical__team_NFG,0.0,team
categorical__team_NG,0.0,team
categorical__team_NG.B,0.0,team
categorical__team_NGAS,0.0,team
categorical__team_NGEN,0.0,team
categorical__team_NGF,0.0,team
categorical__team_NGI,0.0,team
categorical__team_NGU,0.0,team
categorical__team_NGX,0.0,team
categorical__team_NHG,0.0,team
categorical__team_NIP,0.0,team
categorical__team_NKL,0.0,team
categorical__team_NL,0.0,team
categorical__team_NLG,0.0,team
categorical__team_NMDN,0.0,team
categorical__team_NN,0.0,team
categorical__team_NO2,0.0,team
categorical__team_NOE,0.0,team
categorical__team_NOIR,0.0,team
categorical__team_NOMA,0.0,team
categorical__team_NORG,0.0,team
categorical__team_NOTA,0.0,team
categorical__team_NOX,0.0,team
categorical__team_NP,0.0,team
categorical__team_NPGT,0.0,team
categorical__team_NR,0.0,team
categorical__team_NRAGE,0.0,team
categorical__team_NRG,0.0,team
categorical__team_NTH,0.0,team
categorical__team_NTLN,0.0,team
categorical__team_NU,0.0,team
categorical__team_NV,0.0,team
categorical__team_NVG,0.0,team
categorical__team_NW E,0.0,team
categorical__team_NWA,0.0,team
categorical__team_NWJ,0.0,team
categorical__team_NXLG,0.0,team
categorical__team_NXLGA,0.0,team
categorical__team_NXN,0.0,team
categorical__team_NXP,0.0,team
categorical__team_NYAA,0.0,team
categorical__team_NYFU,0.0,team
categorical__team_NaVi,0.0,team
categorical__team_Nama,0.0,team
categorical__team_Name,0.0,team
categorical__team_NapT,0.0,team
categorical__team_Naut,0.0,team
categorical__team_Navy,0.0,team
categorical__team_Necr,0.0,team
categorical__team_Neeb,0.0,team
categorical__team_Need,0.0,team
categorical__team_Nefa,0.0,team
categorical__team_Neme,0.0,team
categorical__team_Nenk,0.0,team
categorical__team_Neo,0.0,team
categorical__team_NeoA,0.0,team
categorical__team_Neon,0.0,team
categorical__team_Nerx,0.0,team
categorical__team_Neut,0.0,team
categorical__team_Neve,0.0,team
categorical__team_Nevi,0.0,team
categorical__team_New,0.0,team
categorical__team_Nice,0.0,team
categorical__team_Nigh,0.0,team
categorical__team_Nine,0.0,team
categorical__team_Ninj,0.0,team
categorical__team_No A,0.0,team
categorical__team_No C,0.0,team
categorical__team_No K,0.0,team
categorical__team_No L,0.0,team
categorical__team_No N,0.0,team
categorical__team_No S,0.0,team
categorical__team_NoCh,0.0,team
categorical__team_NoMe,0.0,team
categorical__team_NoPr,0.0,team
categorical__team_Noct,0.0,team
categorical__team_Noma,0.0,team
categorical__team_Nong,0.0,team
categorical__team_Noob,0.0,team
categorical__team_Nood,0.0,team
categorical__team_Nope,0.0,team
categorical__team_NorC,0.0,team
categorical__team_Nord,0.0,team
categorical__team_Nori,0.0,team
categorical__team_Nort,0.0,team
categorical__team_Not,0.0,team
categorical__team_Nova,0.0,team
categorical__team_Nove,0.0,team
categorical__team_Nowy,0.0,team
categorical__team_Nox,0.0,team
categorical__team_NrTv,0.0,team
categorical__team_Nth,0.0,team
categorical__team_Nuke,0.0,team
categorical__team_Nunc,0.0,team
categorical__team_NwA,0.0,team
categorical__team_NxS,0.0,team
categorical__team_NxT,0.0,team
categorical__team_Nxiz,0.0,team
categorical__team_NyTi,0.0,team
categorical__team_Não,0.0,team
categorical__team_O.O.,0.0,team
categorical__team_OA,0.0,team
categorical__team_OAS,0.0,team
categorical__team_OBG,0.0,team
categorical__team_ODIUM,0.0,team
categorical__team_ODK,0.0,team
categorical__team_OE,0.0,team
categorical__team_OEST,0.0,team
categorical__team_OF,0.0,team
categorical__team_OG,0.0,team
categorical__team_OG4Z,0.0,team
categorical__team_OGB,0.0,team
categorical__team_OGLU,0.0,team
categorical__team_OIP,0.0,team
categorical__team_OK,0.0,team
categorical__team_OLD,0.0,team
categorical__team_OMIC,0.0,team
categorical__team_ONET,0.0,team
categorical__team_ONI,0.0,team
categorical__team_ONIC,0.0,team
categorical__team_ONU,0.0,team
categorical__team_ONi,0.0,team
categorical__team_OOKE,0.0,team
categorical__team_OOS,0.0,team
categorical__team_OOW,0.0,team
categorical__team_OPP,0.0,team
categorical__team_OPS,0.0,team
categorical__team_OPSD,0.0,team
categorical__team_OPTC,0.0,team
categorical__team_OPWO,0.0,team
categorical__team_OPY,0.0,team
categorical__team_ORB,0.0,team
categorical__team_ORD,0.0,team
categorical__team_ORG5,0.0,team
categorical__team_ORGL,0.0,team
categorical__team_ORN,0.0,team
categorical__team_ORO,0.0,team
categorical__team_OS,0.0,team
categorical__team_OS G,0.0,team
categorical__team_OSK,0.0,team
categorical__team_OTW,0.0,team
categorical__team_OVA,0.0,team
categorical__team_OW,0.0,team
categorical__team_OW R,0.0,team
categorical__team_OXG,0.0,team
categorical__team_OXR,0.0,team
categorical__team_Oddy,0.0,team
categorical__team_Odin,0.0,team
categorical__team_Ojii,0.0,team
categorical__team_Old,0.0,team
categorical__team_Olym,0.0,team
categorical__team_Omni,0.0,team
categorical__team_On T,0.0,team
categorical__team_On V,0.0,team
categorical__team_One,0.0,team
categorical__team_One',0.0,team
categorical__team_OneS,0.0,team
categorical__team_Only,0.0,team
categorical__team_Orbi,0.0,team
categorical__team_Orde,0.0,team
categorical__team_Orga,0.0,team
categorical__team_Orgl,0.0,team
categorical__team_Orig,0.0,team
categorical__team_Orke,0.0,team
categorical__team_Os S,0.0,team
categorical__team_Osak,0.0,team
categorical__team_Our,0.0,team
categorical__team_OutA,0.0,team
categorical__team_OutR,0.0,team
categorical__team_Outl,0.0,team
categorical__team_Outr,0.0,team
categorical__team_Outs,0.0,team
categorical__team_Ovat,0.0,team
categorical__team_Over,0.0,team
categorical__team_PACT,0.0,team
categorical__team_PAF,0.0,team
categorical__team_PAM,0.0,team
categorical__team_PANA,0.0,team
categorical__team_PARA,0.0,team
categorical__team_PASC,0.0,team
categorical__team_PASS,0.0,team
categorical__team_PBC,0.0,team
categorical__team_PC,0.0,team
categorical__team_PCF,0.0,team
categorical__team_PDN,0.0,team
categorical__team_PE,0.0,team
categorical__team_PEAC,0.0,team
categorical__team_PEEK,0.0,team
categorical__team_PENT,0.0,team
categorical__team_PER,0.0,team
categorical__team_PES,0.0,team
categorical__team_PG,0.0,team
categorical__team_PHOD,0.0,team
categorical__team_PHR,0.0,team
categorical__team_PHX,0.0,team
categorical__team_PIGE,0.0,team
categorical__team_PIR,0.0,team
categorical__team_PK,0.0,team
categorical__team_PLG,0.0,team
categorical__team_PLM,0.0,team
categorical__team_PLRN,0.0,team
categorical__team_PLS,0.0,team
categorical__team_PLUS,0.0,team
categorical__team_PM,0.0,team
categorical__team_PMA,0.0,team
categorical__team_PN,0.0,team
categorical__team_POGG,0.0,team
categorical__team_POIS,0.0,team
categorical__team_POTE,0.0,team
categorical__team_PPP,0.0,team
categorical__team_PRAC,0.0,team
categorical__team_PRD,0.0,team
categorical__team_PRDX,0.0,team
categorical__team_PRFS,0.0,team
categorical__team_PRL,0.0,team
categorical__team_PROJ,0.0,team
categorical__team_PRSM,0.0,team
categorical__team_PRX,0.0,team
categorical__team_PS,0.0,team
categorical__team_PSIS,0.0,team
categorical__team_PSJ,0.0,team
categorical__team_PSK,0.0,team
categorical__team_PSQ,0.0,team
categorical__team_PSX,0.0,team
categorical__team_PTD,0.0,team
categorical__team_PUGS,0.0,team
categorical__team_PUGz,0.0,team
categorical__team_PUNC,0.0,team
categorical__team_PURP,0.0,team
categorical__team_PW,0.0,team
categorical__team_PWYH,0.0,team
categorical__team_PXM,0.0,team
categorical__team_Paci,0.0,team
categorical__team_Pack,0.0,team
categorical__team_Pana,0.0,team
categorical__team_Pand,0.0,team
categorical__team_Pare,0.0,team
categorical__team_Part,0.0,team
categorical__team_Patr,0.0,team
categorical__team_Peek,0.0,team
categorical__team_Peep,0.0,team
categorical__team_Pega,0.0,team
categorical__team_Pent,0.0,team
categorical__team_Perf,0.0,team
categorical__team_Phoe,0.0,team
categorical__team_Pizz,0.0,team
categorical__team_Play,0.0,team
categorical__team_Podp,0.0,team
categorical__team_Pog,0.0,team
categorical__team_Poin,0.0,team
categorical__team_Pois,0.0,team
categorical__team_Poiz,0.0,team
categorical__team_Pola,0.0,team
categorical__team_Polo,0.0,team
categorical__team_Pomi,0.0,team
categorical__team_Posi,0.0,team
categorical__team_Powe,0.0,team
categorical__team_Prec,0.0,team
categorical__team_Pred,0.0,team
categorical__team_Prem,0.0,team
categorical__team_Pres,0.0,team
categorical__team_Prim,0.0,team
categorical__team_Prin,0.0,team
categorical__team_Pro,0.0,team
categorical__team_Procyon,0.0,team
categorical__team_Prof,0.0,team
categorical__team_Proj,0.0,team
categorical__team_Pros,0.0,team
categorical__team_Prow,0.0,team
categorical__team_Psyc,0.0,team
categorical__team_Pugg,0.0,team
categorical__team_Puls,0.0,team
categorical__team_Pumm,0.0,team
categorical__team_Purp,0.0,team
categorical__team_PvS,0.0,team
categorical__team_PÊEK,0.0,team
categorical__team_Q CA,0.0,team
categorical__team_QLF,0.0,team
categorical__team_QLQR,0.0,team
categorical__team_QQ,0.0,team
categorical__team_QQQ,0.0,team
categorical__team_QT,0.0,team
categorical__team_QUES,0.0,team
categorical__team_Quan,0.0,team
categorical__team_Que,0.0,team
categorical__team_Quee,0.0,team
categorical__team_R$,0.0,team
categorical__team_R&MB,0.0,team
categorical__team_RAD,0.0,team
categorical__team_RAGE,0.0,team
categorical__team_RAGI,0.0,team
categorical__team_RARE,0.0,team
categorical__team_RATA,0.0,team
categorical__team_RATS,0.0,team
categorical__team_RAVE,0.0,team
categorical__team_RAX,0.0,team
categorical__team_RB,0.0,team
categorical__team_RBL,0.0,team
categorical__team_RBLS,0.0,team
categorical__team_RC,0.0,team
categorical__team_RCB,0.0,team
categorical__team_RCTI,0.0,team
categorical__team_RD E,0.0,team
categorical__team_RDW,0.0,team
categorical__team_RE,0.0,team
categorical__team_RED,0.0,team
categorical__team_RED8,0.0,team
categorical__team_REG,0.0,team
categorical__team_REGE,0.0,team
categorical__team_REI,0.0,team
categorical__team_RESO,0.0,team
categorical__team_RF,0.0,team
categorical__team_RFD,0.0,team
categorical__team_RG,0.0,team
categorical__team_RGE,0.0,team
categorical__team_RGN,0.0,team
categorical__team_RID,0.0,team
categorical__team_RIG,0.0,team
categorical__team_RILL,0.0,team
categorical__team_RIO,0.0,team
categorical__team_RIPS,0.0,team
categorical__team_RISE,0.0,team
categorical__team_RIT,0.0,team
categorical__team_RIVAL,0.0,team
categorical__team_RIX,0.0,team
categorical__team_RL,0.0,team
categorical__team_RLX,0.0,team
categorical__team_RM,0.0,team
categorical__team_RMIT,0.0,team
categorical__team_RNG,0.0,team
categorical__team_ROG,0.0,team
categorical__team_ROISS,0.0,team
categorical__team_ROLO,0.0,team
categorical__team_RON,0.0,team
categorical__team_RR,0.0,team
categorical__team_RRQ,0.0,team
categorical__team_RTG,0.0,team
categorical__team_RTS,0.0,team
categorical__team_RUSH,0.0,team
categorical__team_RVG,0.0,team
categorical__team_RVNT,0.0,team
categorical__team_RVS,0.0,team
categorical__team_RYLS,0.0,team
categorical__team_RYU,0.0,team
categorical__team_RYZ,0.0,team
categorical__team_Race,0.0,team
categorical__team_Radi,0.0,team
categorical__team_Raft,0.0,team
categorical__team_Ragi,0.0,team
categorical__team_Ragn,0.0,team
categorical__team_Raij,0.0,team
categorical__team_Ramp,0.0,team
categorical__team_Ranc,0.0,team
categorical__team_Rapt,0.0,team
categorical__team_Rave,0.0,team
categorical__team_Rayl,0.0,team
categorical__team_Reac,0.0,team
categorical__team_Rebe,0.0,team
categorical__team_Rebo,0.0,team
categorical__team_Recca.P,0.0,team
categorical__team_Reco,0.0,team
categorical__team_Red,0.0,team
categorical__team_RedM,0.0,team
categorical__team_RedP,0.0,team
categorical__team_Redr,0.0,team
categorical__team_Refo,0.0,team
categorical__team_Rega,0.0,team
categorical__team_Reig,0.0,team
categorical__team_Rel,0.0,team
categorical__team_Rend,0.0,team
categorical__team_Rene,0.0,team
categorical__team_Resc,0.0,team
categorical__team_Reve,0.0,team
categorical__team_Revi,0.0,team
categorical__team_Revo,0.0,team
categorical__team_Rexp,0.0,team
categorical__team_Rhyn,0.0,team
categorical__team_Rise,0.0,team
categorical__team_Risu,0.0,team
categorical__team_RnG,0.0,team
categorical__team_Roge,0.0,team
categorical__team_Roh,0.0,team
categorical__team_Roni,0.0,team
categorical__team_Rose,0.0,team
categorical__team_Roul,0.0,team
categorical__team_Roya,0.0,team
categorical__team_Rugr,0.0,team
categorical__team_Rumo,0.0,team
categorical__team_Run,0.0,team
categorical__team_Runa,0.0,team
categorical__team_Runn,0.0,team
categorical__team_S*ON,0.0,team
categorical__team_S1,0.0,team
categorical__team_S2K,0.0,team
categorical__team_S2P,0.0,team
categorical__team_S4-G,0.0,team
categorical__team_S4F,0.0,team
categorical__team_S7,0.0,team
categorical__team_SALT,0.0,team
categorical__team_SALV,0.0,team
categorical__team_SANA,0.0,team
categorical__team_SAV,0.0,team
categorical__team_SAW,0.0,team
categorical__team_SB,0.0,team
categorical__team_SBE,0.0,team
categorical__team_SBL,0.0,team
categorical__team_SBTC,0.0,team
categorical__team_SCAR,0.0,team
categorical__team_SCY,0.0,team
categorical__team_SD,0.0,team
categorical__team_SDB,0.0,team
categorical__team_SDG,0.0,team
categorical__team_SDM,0.0,team
categorical__team_SE,0.0,team
categorical__team_SEMO,0.0,team
categorical__team_SEN,0.0,team
categorical__team_SENT,0.0,team
categorical__team_SER,0.0,team
categorical__team_SES,0.0,team
categorical__team_SF,0.0,team
categorical__team_SFT,0.0,team
categorical__team_SG,0.0,team
categorical__team_SGA,0.0,team
categorical__team_SGG,0.0,team
categorical__team_SH,0.0,team
categorical__team_SHB,0.0,team
categorical__team_SHIN,0.0,team
categorical__team_SHK,0.0,team
categorical__team_SHN,0.0,team
categorical__team_SHOW,0.0,team
categorical__team_SHUS,0.0,team
categorical__team_SHV,0.0,team
categorical__team_SICK,0.0,team
categorical__team_SIMP,0.0,team
categorical__team_SK,0.0,team
categorical__team_SKC,0.0,team
categorical__team_SKS,0.0,team
categorical__team_SKT,0.0,team
categorical__team_SKW,0.0,team
categorical__team_SLAY,0.0,team
categorical__team_SLK,0.0,team
categorical__team_SLMY,0.0,team
categorical__team_SLOD,0.0,team
categorical__team_SLU,0.0,team
categorical__team_SMD,0.0,team
categorical__team_SMG,0.0,team
categorical__team_SMP,0.0,team
categorical__team_SN,0.0,team
categorical__team_SNG,0.0,team
categorical__team_SNH,0.0,team
categorical__team_SNJ,0.0,team
categorical__team_SNK,0.0,team
categorical__team_SNM,0.0,team
categorical__team_SNX,0.0,team
categorical__team_SOL,0.0,team
categorical__team_SOR,0.0,team
categorical__team_SOTZ,0.0,team
categorical__team_SP,0.0,team
categorical__team_SPACE,0.0,team
categorical__team_SPED,0.0,team
categorical__team_SPG,0.0,team
categorical__team_SPL,0.0,team
categorical__team_SPX,0.0,team
categorical__team_SPY,0.0,team
categorical__team_SQ,0.0,team
categorical__team_SR,0.0,team
categorical__team_SR T,0.0,team
categorical__team_SR.GC,0.0,team
categorical__team_SRB,0.0,team
categorical__team_SRH,0.0,team
categorical__team_SS,0.0,team
categorical__team_SSA,0.0,team
categorical__team_SSC,0.0,team
categorical__team_SSG,0.0,team
categorical__team_SSP,0.0,team
categorical__team_SSW,0.0,team
categorical__team_STAGA,0.0,team
categorical__team_STCE,0.0,team
categorical__team_STEP,0.0,team
categorical__team_STG,0.0,team
categorical__team_STOP,0.0,team
categorical__team_STOR,0.0,team
categorical__team_STRE,0.0,team
categorical__team_STRM,0.0,team
categorical__team_STY,0.0,team
categorical__team_SUN7,0.0,team
categorical__team_SUP,0.0,team
categorical__team_SUPD,0.0,team
categorical__team_SUPR,0.0,team
categorical__team_SUR,0.0,team
categorical__team_SUS,0.0,team
categorical__team_SVGE,0.0,team
categorical__team_SW,0.0,team
categorical__team_SWAR,0.0,team
categorical__team_SYG,0.0,team
categorical__team_SYN,0.0,team
categorical__team_SYND,0.0,team
categorical__team_SYR,0.0,team
categorical__team_SYS,0.0,team
categorical__team_SZ,0.0,team
categorical__team_Sabe,0.0,team
categorical__team_Sabr,0.0,team
categorical__team_Sain,0.0,team
categorical__team_Saks,0.0,team
categorical__team_Sala,0.0,team
categorical__team_Salu,0.0,team
categorical__team_SamP,0.0,team
categorical__team_Samu,0.0,team
categorical__team_San,0.0,team
categorical__team_Sangal,0.0,team
categorical__team_Sapl,0.0,team
categorical__team_Save,0.0,team
categorical__team_Savi,0.0,team
categorical__team_Say,0.0,team
categorical__team_Sbre,0.0,team
categorical__team_ScL Ende,0.0,team
categorical__team_Scar,0.0,team
categorical__team_Scha,0.0,team
categorical__team_Scoo,0.0,team
categorical__team_Scyt,0.0,team
categorical__team_Sear,0.0,team
categorical__team_Sech,0.0,team
categorical__team_Seco,0.0,team
categorical__team_SeeF,0.0,team
categorical__team_Sem,0.0,team
categorical__team_Sene,0.0,team
categorical__team_Sens,0.0,team
categorical__team_Sent,0.0,team
categorical__team_Serv,0.0,team
categorical__team_Seve,0.0,team
categorical__team_Sewe,0.0,team
categorical__team_Shad,0.0,team
categorical__team_Shak,0.0,team
categorical__team_Shar,0.0,team
categorical__team_Shaz,0.0,team
categorical__team_Shie,0.0,team
categorical__team_Shif,0.0,team
categorical__team_Shik,0.0,team
categorical__team_Shim,0.0,team
categorical__team_Shoc,0.0,team
categorical__team_Shoo,0.0,team
categorical__team_Sibe,0.0,team
categorical__team_Sica,0.0,team
categorical__team_Sile,0.0,team
categorical__team_Sino,0.0,team
categorical__team_Siva,0.0,team
categorical__team_Sixt,0.0,team
categorical__team_Skel,0.0,team
categorical__team_Skyl,0.0,team
categorical__team_Slee,0.0,team
categorical__team_Smil,0.0,team
categorical__team_SnP,0.0,team
categorical__team_SoaR,0.0,team
categorical__team_Sold,0.0,team
categorical__team_Soma,0.0,team
categorical__team_Sore,0.0,team
categorical__team_Soul,0.0,team
categorical__team_Sout,0.0,team
categorical__team_Sp,0.0,team
categorical__team_Spac,0.0,team
categorical__team_Span,0.0,team
categorical__team_Spec,0.0,team
categorical__team_Spir,0.0,team
categorical__team_Stan,0.0,team
categorical__team_Star,0.0,team
categorical__team_Stat,0.0,team
categorical__team_Stay,0.0,team
categorical__team_Stea,0.0,team
categorical__team_Stel,0.0,team
categorical__team_Stin,0.0,team
categorical__team_Stor,0.0,team
categorical__team_Stra,0.0,team
categorical__team_Stro,0.0,team
categorical__team_Stun,0.0,team
categorical__team_Stuv,0.0,team
categorical__team_Sun,0.0,team
categorical__team_Sunn,0.0,team
categorical__team_Supe,0.0,team
categorical__team_Supr,0.0,team
categorical__team_Sush,0.0,team
categorical__team_Suss,0.0,team
categorical__team_Swa,0.0,team
categorical__team_Swar,0.0,team
categorical__team_Swee,0.0,team
categorical__team_Swio,0.0,team
categorical__team_SyN,0.0,team
categorical__team_Syko,0.0,team
categorical__team_Synt,0.0,team
categorical__team_SzG,0.0,team
categorical__team_Só,0.0,team
categorical__team_Sør,0.0,team
categorical__team_T.A.,0.0,team
categorical__team_T1,0.0,team
categorical__team_T2K,0.0,team
categorical__team_T5,0.0,team
categorical__team_T69,0.0,team
categorical__team_TA,0.0,team
categorical__team_TAC,0.0,team
categorical__team_TAIYO,0.0,team
categorical__team_TAMU,0.0,team
categorical__team_TAN,0.0,team
categorical__team_TAP,0.0,team
categorical__team_TBA2,0.0,team
categorical__team_TBG,0.0,team
categorical__team_TBP,0.0,team
categorical__team_TBS,0.0,team
categorical__team_TC,0.0,team
categorical__team_TCE,0.0,team
categorical__team_TD,0.0,team
categorical__team_TDCC,0.0,team
categorical__team_TDI,0.0,team
categorical__team_TDK,0.0,team
categorical__team_TE,0.0,team
categorical__team_TEAM,0.0,team
categorical__team_TEN,0.0,team
categorical__team_TES,0.0,team
categorical__team_TETA,0.0,team
categorical__team_TF,0.0,team
categorical__team_TFE,0.0,team
categorical__team_TFG,0.0,team
categorical__team_TFN,0.0,team
categorical__team_TFO,0.0,team
categorical__team_TFR,0.0,team
categorical__team_TGH,0.0,team
categorical__team_TGH L,0.0,team
categorical__team_TGPA,0.0,team
categorical__team_TGR,0.0,team
categorical__team_TGRD,0.0,team
categorical__team_TH,0.0,team
categorical__team_THA,0.0,team
categorical__team_THAN,0.0,team
categorical__team_THE,0.0,team
categorical__team_TI,0.0,team
categorical__team_TIAN,0.0,team
categorical__team_TIE,0.0,team
categorical__team_TILT,0.0,team
categorical__team_TJS,0.0,team
categorical__team_TLN,0.0,team
categorical__team_TLP,0.0,team
categorical__team_TLS,0.0,team
categorical__team_TLV,0.0,team
categorical__team_TM,0.0,team
categorical__team_TMA,0.0,team
categorical__team_TME,0.0,team
categorical__team_TMG,0.0,team
categorical__team_TMJ,0.0,team
categorical__team_TMM,0.0,team
categorical__team_TMM1,0.0,team
categorical__team_TMM3,0.0,team
categorical__team_TMP,0.0,team
categorical__team_TMQ,0.0,team
categorical__team_TMSPACE,0.0,team
categorical__team_TNET,0.0,team
categorical__team_TNL,0.0,team
categorical__team_TNS,0.0,team
categorical__team_TO,0.0,team
categorical__team_TOKYO,0.0,team
categorical__team_TOP,0.0,team
