experience_bucket,n,mae,rmse,r2,spearman
1-5,1654.0,45.12048011419995,57.31809981643223,0.05863448636858648,0.27321284461941253
21+,29689.0,42.95345228249734,54.083690991821356,0.10410695781718515,0.31565920286795857
6-20,4638.0,43.58647955877609,55.29574106452056,0.08389813216009179,0.29728779686276113
cold_start,319.0,45.51651718474481,60.02596592429576,-0.06073078971147927,0.19147365027871047
