experience_bucket,n,mae,rmse,r2,spearman
1-5,1654.0,0.4658321364275299,0.6487833161294561,-0.12618434248790056,0.1801279057732901
21+,29689.0,0.48355532386050676,0.7300752040682522,0.017727876130553266,0.22774952208123692
6-20,4638.0,0.4733090034088846,0.7363930212628474,-0.003991145328509305,0.23826364008128445
cold_start,319.0,0.4923068288961322,0.7442942726787314,-0.1413085582704645,0.14786316253834736
