n,mae,rmse,r2,spearman,target,model,split
17840,0.25768407159473183,0.3265928989937846,0.031459408542954814,0.19158559814340945,rating2_all,rf_raw,test
17840,43.721208980142144,55.191020337080985,0.08845229995058657,0.30050194585245693,acs_all,rf_raw,test
17840,0.486097282197202,0.7491231198266333,0.012147362452132104,0.20427468613615635,kda_all,rf_log,test
