known_map,n,mae,rmse,r2,spearman
known,33586.0,0.4827321050506508,0.7335234217957451,0.013065276763069678,0.23008628670978687
unknown,2714.0,0.46646017676596724,0.6484911766690067,-0.03534766254616262,0.21256631872991294
