known_opponent,n,mae,rmse,r2,spearman
known,35975.0,0.4793708914773486,0.7222732365569097,0.011300747017814028,0.23023104563850674
unknown,325.0,0.7189094740811623,1.1703101643011524,-0.03994107484395282,0.11092886763184813
