roster_stability,n,mae,rmse,r2,spearman
changed_or_unknown,2010.0,43.7510503740453,55.11337939902913,0.0780138257907127,0.2816777526957619
stable,34290.0,43.12069317141022,54.40656807457136,0.09894642135305443,0.30881136740356685
