role,n,mae,rmse,r2,spearman
Controller,10552.0,41.25520820704439,51.80314368470151,0.05126685044449375,0.2250578662407281
Duelist,9352.0,48.23827495036521,60.63275679897146,0.017894986750505715,0.17160504087063855
Flex/Unknown,78.0,47.257066971216446,63.80292690958182,-0.024058457857634608,0.09329294919087765
Initiator,10224.0,40.66727254088496,51.29348358945254,0.03949434313604039,0.20888997855632951
Sentinel,6094.0,42.768400078959104,53.87995252815867,0.025101645660135508,0.18348139367404198
