time_period,n,mae,rmse,r2,spearman
0,4460.0,0.48179277928550274,0.6584107544066793,-0.00028141186498453763,0.18867865307798543
1,4460.0,0.48531701253219334,0.7539800747122906,0.01720701377720124,0.25258293123190606
2,4460.0,0.4785848028009025,0.7742285437949604,0.03745315770674329,0.23629169575288636
3,4460.0,0.492684673247122,0.8027113310734217,-0.011364985796985083,0.16640051456531077
