roster_stability,n,mae,rmse,r2,spearman
changed_or_unknown,2010.0,0.2566197512194613,0.32587797404212576,-0.007414579679184241,0.20379423378451436
stable,34290.0,0.25677640165359866,0.32500039266197356,0.028522794260239293,0.1976115183300039
