known_opponent,n,mae,rmse,r2,spearman
known,35975.0,0.2565277709918064,0.3248589771433582,0.027217550706767346,0.19722441782706324
unknown,325.0,0.28332908068547724,0.3454425348896353,-0.07804855088088991,0.1609136658371706
